sample_id,source,split,text,categories_fine,categories_coarse,sentiments,aspect_terms,is_implicit_flags,num_aspects,has_implicit,has_conflict
acos_train_00050,acos,train,the food was well prepared and the service impecable .,"['FOOD#QUALITY', 'SERVICE#GENERAL']","['Food', 'Service']","['positive', 'positive']","['food', 'service']","[False, False]",2,False,False
acos_train_00051,acos,train,i ' m going back .,['RESTAURANT#GENERAL'],['General'],['positive'],[None],[True],1,True,False
acos_train_00052,acos,train,quite simply it ' s like stepping out of manhattan and into a haven of tranquility .,['AMBIENCE#GENERAL'],['Ambience'],['positive'],[None],[True],1,True,False
acos_train_00053,acos,train,i will be going back and heartily recommend it !,['RESTAURANT#GENERAL'],['General'],['positive'],[None],[True],1,True,False
acos_train_00054,acos,train,"it is terrific , as is the value .","['FOOD#QUALITY', 'FOOD#PRICES']","['Food', 'Price']","['positive', 'positive']","[None, None]","[True, True]",2,True,False
acos_train_00055,acos,train,"$ 6 and there is much tasty food , all of it fresh and continually refilled .","['FOOD#STYLE_OPTIONS', 'FOOD#QUALITY', 'FOOD#QUALITY', 'FOOD#PRICES']","['Food', 'Food', 'Food', 'Price']","['positive', 'positive', 'positive', 'positive']","['food', 'food', 'food', 'food']","[False, False, False, False]",4,False,False
acos_train_00056,acos,train,"i am not a vegetarian but , almost all the dishes were great .",['FOOD#QUALITY'],['Food'],['positive'],['dishes'],[False],1,False,False
acos_train_00057,acos,train,go hungry and enjoy .,['RESTAURANT#GENERAL'],['General'],['positive'],[None],[True],1,True,False
acos_train_00058,acos,train,"i like the somosas , chai , and the chole , but the dhosas and dhal were kinda disappointing .","['FOOD#QUALITY', 'FOOD#QUALITY', 'FOOD#QUALITY', 'FOOD#QUALITY', 'FOOD#QUALITY']","['Food', 'Food', 'Food', 'Food', 'Food']","['positive', 'positive', 'positive', 'negative', 'negative']","['somosas', 'chai', 'chole', 'dhosas', 'dhal']","[False, False, False, False, False]",5,False,True
acos_train_00059,acos,train,"the service varys from day to day - sometimes they ' re very nice , and sometimes not .",['SERVICE#GENERAL'],['Service'],['negative'],['service'],[False],1,False,False
acos_train_00060,acos,train,"the kitchen however , is almost always slow .",['SERVICE#GENERAL'],['Service'],['negative'],['kitchen'],[False],1,False,False
acos_train_00061,acos,train,if you ' ve ever been along the river in weehawken you have an idea of the top of view the chart house has to offer .,['LOCATION#GENERAL'],['General'],['positive'],['view'],[False],1,False,False
acos_train_00062,acos,train,add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .,"['SERVICE#GENERAL', 'FOOD#QUALITY', 'FOOD#PRICES']","['Service', 'Food', 'Price']","['positive', 'positive', 'positive']","['service', 'food', 'food']","[False, False, False]",3,False,False
acos_train_00063,acos,train,the lava cake dessert was incredible and i recommend it .,"['FOOD#QUALITY', 'FOOD#QUALITY']","['Food', 'Food']","['positive', 'positive']","['lava cake dessert', 'lava cake dessert']","[False, False]",2,False,False
acos_train_00064,acos,train,"once you step into cosette , you ' re miraculously in a small , off - the - beaten path parisian bistro .",['AMBIENCE#GENERAL'],['Ambience'],['positive'],['cosette'],[False],1,False,False
acos_train_00065,acos,train,"this tiny restaurant is as cozy as it gets , with that certain parisian flair .","['AMBIENCE#GENERAL', 'AMBIENCE#GENERAL']","['Ambience', 'Ambience']","['positive', 'positive']","['restaurant', 'restaurant']","[False, False]",2,False,False
acos_train_00066,acos,train,"the food was average to above - average ; the french onion soup filling yet not overly impressive , and the desserts not brilliant in any way .","['FOOD#QUALITY', 'FOOD#QUALITY', 'FOOD#QUALITY']","['Food', 'Food', 'Food']","['positive', 'neutral', 'negative']","['food', 'french onion soup', 'desserts']","[False, False, False]",3,False,True
acos_train_00067,acos,train,"however , go for the ambience , and consider the food just a companion for a trip across the world !","['AMBIENCE#GENERAL', 'FOOD#QUALITY']","['Ambience', 'Food']","['negative', 'positive']","['ambience', 'food']","[False, False]",2,False,True
acos_train_00068,acos,train,the pizza was delivered cold and the cheese was n ' t even fully melted !,"['FOOD#QUALITY', 'FOOD#QUALITY']","['Food', 'Food']","['negative', 'negative']","['pizza', 'cheese']","[False, False]",2,False,False
acos_train_00069,acos,train,it looked like shredded cheese partly done - still in strips .,['FOOD#QUALITY'],['Food'],['negative'],[None],[True],1,True,False
acos_train_00070,acos,train,this has got to be one of the most overrated restaurants in brooklyn .,['RESTAURANT#GENERAL'],['General'],['negative'],[None],[True],1,True,False
acos_train_00071,acos,train,the pizza is overpriced and soggy .,"['FOOD#QUALITY', 'FOOD#PRICES']","['Food', 'Price']","['negative', 'negative']","['pizza', 'pizza']","[False, False]",2,False,False
acos_train_00072,acos,train,"yes , they use fancy ingredients , but even fancy ingredients do n ' t make for good pizza unless someone knows how to get the crust right .","['FOOD#QUALITY', 'FOOD#QUALITY', 'FOOD#QUALITY']","['Food', 'Food', 'Food']","['positive', 'negative', 'negative']","['ingredients', 'pizza', 'crust']","[False, False, False]",3,False,True
acos_train_00073,acos,train,"a big disappointment , all around .",['RESTAURANT#GENERAL'],['General'],['negative'],[None],[True],1,True,False
acos_train_00074,acos,train,i think i ' ve had some the best meals of my life at minnow .,['FOOD#QUALITY'],['Food'],['positive'],['meals'],[False],1,False,False
acos_train_00075,acos,train,"the seafood is amazing , there ' s a good wine list , and the ever - changing menu always offers some great surprises .","['FOOD#QUALITY', 'DRINKS#STYLE_OPTIONS', 'FOOD#STYLE_OPTIONS', 'FOOD#STYLE_OPTIONS']","['Food', 'Food', 'Food', 'Food']","['positive', 'positive', 'positive', 'positive']","['seafood', 'wine list', 'menu', 'menu']","[False, False, False, False]",4,False,False
acos_train_00076,acos,train,the combination of super - fresh ingredients in the dishes are unusual but really delicious .,"['FOOD#QUALITY', 'FOOD#QUALITY', 'FOOD#QUALITY']","['Food', 'Food', 'Food']","['positive', 'positive', 'positive']","['ingredients', 'ingredients', 'ingredients']","[False, False, False]",3,False,False
acos_train_00077,acos,train,worth the trip from manhattan .,['RESTAURANT#GENERAL'],['General'],['positive'],[None],[True],1,True,False
acos_train_00078,acos,train,best pastrami i ever had and great portion without being ridiculous .,"['FOOD#QUALITY', 'FOOD#STYLE_OPTIONS']","['Food', 'Food']","['positive', 'positive']","['pastrami', 'portion']","[False, False]",2,False,False
acos_train_00079,acos,train,my wife had the fried shrimp which are huge and loved it .,"['FOOD#STYLE_OPTIONS', 'FOOD#QUALITY']","['Food', 'Food']","['positive', 'positive']","['fried shrimp', 'fried shrimp']","[False, False]",2,False,False
acos_train_00080,acos,train,"as a japanese native , i ' ve lived in the tristate area for over 8 years , but i was just so amazed at this place .",['RESTAURANT#GENERAL'],['General'],['positive'],['place'],[False],1,False,False
acos_train_00081,acos,train,this place is the most japanese it can ever get .,['RESTAURANT#MISCELLANEOUS'],['General'],['positive'],['place'],[False],1,False,False
acos_train_00082,acos,train,"the signs , the specials menus , food , and even all the waitstaff are all totally japanese .","['RESTAURANT#MISCELLANEOUS', 'FOOD#STYLE_OPTIONS', 'FOOD#QUALITY', 'SERVICE#GENERAL']","['General', 'Food', 'Food', 'Service']","['positive', 'positive', 'positive', 'positive']","['signs', 'specials menus', 'food', 'waitstaff']","[False, False, False, False]",4,False,False
acos_train_00083,acos,train,this place is worth an one - hour drive .,['RESTAURANT#GENERAL'],['General'],['positive'],['place'],[False],1,False,False
acos_train_00084,acos,train,"i am so coming back here again , as much as i can .",['RESTAURANT#GENERAL'],['General'],['positive'],[None],[True],1,True,False
acos_train_00085,acos,train,"leon is an east village gem : casual but hip , with well prepared basic french bistro fare , good specials , a warm and lively atmosphere .","['RESTAURANT#GENERAL', 'AMBIENCE#GENERAL', 'FOOD#QUALITY', 'AMBIENCE#GENERAL', 'AMBIENCE#GENERAL', 'FOOD#QUALITY']","['General', 'Ambience', 'Food', 'Ambience', 'Ambience', 'Food']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive']","['leon', 'leon', 'specials', 'atmosphere', 'atmosphere', 'french bistro fare']","[False, False, False, False, False, False]",6,False,False
acos_train_00086,acos,train,"my wife and i always enjoy the young , not always well trained but nevertheless friendly , staff , all of whom have a story .","['SERVICE#GENERAL', 'SERVICE#GENERAL']","['Service', 'Service']","['positive', 'positive']","['staff', 'staff']","[False, False]",2,False,False
acos_train_00087,acos,train,decent wine at reasonable prices .,"['DRINKS#QUALITY', 'DRINKS#PRICES']","['Food', 'Price']","['neutral', 'positive']","['wine', 'wine']","[False, False]",2,False,True
acos_train_00088,acos,train,"our teenage kids love it , too .",['RESTAURANT#GENERAL'],['General'],['positive'],[None],[True],1,True,False
acos_train_00089,acos,train,"everytime i decide to try another place on the ues , i get angry that i did n ' t just go to zucchero pomodori .",['RESTAURANT#GENERAL'],['General'],['positive'],['zucchero pomodori'],[False],1,False,False
acos_train_00090,acos,train,this is by far my favorite place in the neighborhood .,['RESTAURANT#GENERAL'],['General'],['positive'],['place'],[False],1,False,False
acos_train_00091,acos,train,"the service is excellent , the decor is great , and the food is delicious and comes in large portions .","['SERVICE#GENERAL', 'AMBIENCE#GENERAL', 'FOOD#QUALITY', 'FOOD#STYLE_OPTIONS']","['Service', 'Ambience', 'Food', 'Food']","['positive', 'positive', 'positive', 'positive']","['service', 'decor', 'food', 'portions']","[False, False, False, False]",4,False,False
acos_train_00092,acos,train,i ' m partial to the gnocchi .,['RESTAURANT#GENERAL'],['General'],['positive'],['gnocchi'],[False],1,False,False
acos_train_00093,acos,train,this place is incredibly tiny .,['AMBIENCE#GENERAL'],['Ambience'],['negative'],['place'],[False],1,False,False
acos_train_00094,acos,train,they refuse to seat parties of 3 or more on weekends .,['SERVICE#GENERAL'],['Service'],['negative'],[None],[True],1,True,False
acos_train_00095,acos,train,the hostess is rude to the point of being offensive .,"['SERVICE#GENERAL', 'SERVICE#GENERAL']","['Service', 'Service']","['negative', 'negative']","['hostess', 'hostess']","[False, False]",2,False,False
acos_train_00096,acos,train,the food was bland oily .,['FOOD#QUALITY'],['Food'],['negative'],['food'],[False],1,False,False
acos_train_00097,acos,train,i just do n ' t understand all the hype . . .,['RESTAURANT#GENERAL'],['General'],['negative'],[None],[True],1,True,False
acos_train_00098,acos,train,"we have been to this place many times , and always have great food , wine , and service .","['FOOD#QUALITY', 'DRINKS#QUALITY', 'SERVICE#GENERAL']","['Food', 'Food', 'Service']","['positive', 'positive', 'positive']","['food', 'wine', 'service']","[False, False, False]",3,False,False
acos_train_00099,acos,train,"we were worried we would have trouble getting in , but somehow managed to have a short wait .",['SERVICE#GENERAL'],['Service'],['positive'],['wait'],[False],1,False,False
acos_train_00100,acos,train,as always we had a great glass of wine while we waited .,['DRINKS#QUALITY'],['Food'],['positive'],['glass of wine'],[False],1,False,False
acos_train_00101,acos,train,"when we sat , we got great and fast service .","['SERVICE#GENERAL', 'SERVICE#GENERAL']","['Service', 'Service']","['positive', 'positive']","['service', 'service']","[False, False]",2,False,False
acos_train_00102,acos,train,the people that work there are always so friendly you forget you are in new york sometimes .,['SERVICE#GENERAL'],['Service'],['positive'],['people'],[False],1,False,False
acos_train_00103,acos,train,this is a fun restaurant to go to .,['RESTAURANT#GENERAL'],['General'],['positive'],['restaurant'],[False],1,False,False
acos_train_00104,acos,train,the pizza is yummy and i like the atmoshpere .,"['FOOD#QUALITY', 'AMBIENCE#GENERAL']","['Food', 'Ambience']","['positive', 'positive']","['pizza', 'atmoshpere']","[False, False]",2,False,False
acos_train_00105,acos,train,but the pizza is way to expensive .,['FOOD#PRICES'],['Price'],['negative'],['pizza'],[False],1,False,False
acos_train_00106,acos,train,"a large is $ 20 , and toppings are about $ 3 each .","['FOOD#PRICES', 'FOOD#PRICES']","['Price', 'Price']","['negative', 'negative']","[None, 'toppings']","[True, False]",2,True,False
acos_train_00107,acos,train,i went there for lunch and it was not as good as i expected from the reviews i read .,['FOOD#QUALITY'],['Food'],['negative'],['lunch'],[False],1,False,False
acos_train_00108,acos,train,sauce was watery and the food did n ' t have much flavor .,"['FOOD#QUALITY', 'FOOD#QUALITY']","['Food', 'Food']","['negative', 'negative']","['sauce', 'food']","[False, False]",2,False,False
acos_train_00109,acos,train,i do n ' t think i would go again .,['RESTAURANT#GENERAL'],['General'],['negative'],[None],[True],1,True,False
acos_train_00110,acos,train,this place is great .,['RESTAURANT#GENERAL'],['General'],['positive'],['place'],[False],1,False,False
acos_train_00111,acos,train,the waitress was very patient with us and the food is phenomenal !,"['SERVICE#GENERAL', 'FOOD#QUALITY']","['Service', 'Food']","['positive', 'positive']","['waitress', 'food']","[False, False]",2,False,False
acos_train_00112,acos,train,"service was prompt , friendly and great .","['SERVICE#GENERAL', 'SERVICE#GENERAL', 'SERVICE#GENERAL']","['Service', 'Service', 'Service']","['positive', 'positive', 'positive']","['service', 'service', 'service']","[False, False, False]",3,False,False
acos_train_00113,acos,train,slightly on the pricey side but worth it !,"['RESTAURANT#PRICES', 'RESTAURANT#GENERAL']","['Price', 'General']","['negative', 'positive']","[None, None]","[True, True]",2,True,True
acos_train_00114,acos,train,great pizza and fantastic service .,"['FOOD#QUALITY', 'SERVICE#GENERAL']","['Food', 'Service']","['positive', 'positive']","['pizza', 'service']","[False, False]",2,False,False
acos_train_00115,acos,train,"there was a small wait , but shorter than i expected .","['SERVICE#GENERAL', 'SERVICE#GENERAL']","['Service', 'Service']","['positive', 'positive']","['wait', 'wait']","[False, False]",2,False,False
acos_train_00116,acos,train,located at the end of a magnificent block .,['LOCATION#GENERAL'],['General'],['positive'],[None],[True],1,True,False
acos_train_00117,acos,train,very cozy and warm inside . . . . .,"['AMBIENCE#GENERAL', 'AMBIENCE#GENERAL']","['Ambience', 'Ambience']","['positive', 'positive']","[None, None]","[True, True]",2,True,False
acos_train_00118,acos,train,i will be back !,['RESTAURANT#GENERAL'],['General'],['positive'],[None],[True],1,True,False
acos_train_00119,acos,train,this is the best sushi in new york city - hands down .,['FOOD#QUALITY'],['Food'],['positive'],['sushi'],[False],1,False,False
acos_train_00120,acos,train,the place is small and cramped but the food is fantastic .,"['AMBIENCE#GENERAL', 'AMBIENCE#GENERAL', 'FOOD#QUALITY']","['Ambience', 'Ambience', 'Food']","['negative', 'negative', 'positive']","['place', 'place', 'food']","[False, False, False]",3,False,True
acos_train_00121,acos,train,"planet thailand has always been a hit with me , i go there usually for the sushi , which is great , the thai food is excellent too .","['FOOD#QUALITY', 'FOOD#QUALITY', 'RESTAURANT#GENERAL']","['Food', 'Food', 'General']","['positive', 'positive', 'positive']","['sushi', 'thai food', 'planet thailand']","[False, False, False]",3,False,False
acos_train_00122,acos,train,"with the great variety on the menu , i eat here often and never get bored .",['FOOD#STYLE_OPTIONS'],['Food'],['positive'],['menu'],[False],1,False,False
acos_train_00123,acos,train,"the atmosphere is n ' t the greatest , but i suppose that ' s how they keep the prices down .","['AMBIENCE#GENERAL', 'RESTAURANT#PRICES']","['Ambience', 'Price']","['negative', 'positive']","['atmosphere', None]","[False, True]",2,True,True
acos_train_00124,acos,train,it ' s all about the food ! !,['FOOD#QUALITY'],['Food'],['positive'],['food'],[False],1,False,False
acos_train_00125,acos,train,first it took us a long time to find the place .,['RESTAURANT#MISCELLANEOUS'],['General'],['negative'],['place'],[False],1,False,False
acos_train_00126,acos,train,"but when we looked at the menu , there were n ' t a lot of choices , most of them were dumplings in the appetizer section .",['FOOD#STYLE_OPTIONS'],['Food'],['negative'],['menu'],[False],1,False,False
acos_train_00127,acos,train,"those rolls were big , but not good and sashimi was n ' t fresh .","['FOOD#STYLE_OPTIONS', 'FOOD#QUALITY', 'FOOD#QUALITY']","['Food', 'Food', 'Food']","['neutral', 'negative', 'negative']","['rolls', 'rolls', 'sashimi']","[False, False, False]",3,False,True
acos_train_00128,acos,train,"they were dry and disgusting , i did n ' t even finish my first piece .","['FOOD#QUALITY', 'FOOD#QUALITY']","['Food', 'Food']","['negative', 'negative']","[None, None]","[True, True]",2,True,False
acos_train_00129,acos,train,hurley ' s is like cheers where everyone knows your name and they are actually glad you came .,['SERVICE#GENERAL'],['Service'],['positive'],[None],[True],1,True,False
acos_train_00130,acos,train,"try the crunchy tuna , it is to die for .",['FOOD#QUALITY'],['Food'],['positive'],['crunchy tuna'],[False],1,False,False
acos_train_00131,acos,train,"try everything for that matter , it is all good .",['FOOD#QUALITY'],['Food'],['positive'],[None],[True],1,True,False
acos_train_00132,acos,train,i have been going there since it opened and i ca n ' t get enough .,['RESTAURANT#GENERAL'],['General'],['positive'],[None],[True],1,True,False
acos_train_00133,acos,train,first went here to enjoy their garden terrace .,['AMBIENCE#GENERAL'],['Ambience'],['positive'],['garden terrace'],[False],1,False,False
acos_train_00134,acos,train,"the food was amazing , and the service was prompt and helpful , but not over - bearing or rushed .","['FOOD#QUALITY', 'SERVICE#GENERAL', 'SERVICE#GENERAL', 'SERVICE#GENERAL', 'SERVICE#GENERAL']","['Food', 'Service', 'Service', 'Service', 'Service']","['positive', 'positive', 'positive', 'positive', 'positive']","['food', 'service', 'service', 'service', 'service']","[False, False, False, False, False]",5,False,False
acos_train_00135,acos,train,"the steak tartare is a great bet , they fix it for you at the table .",['FOOD#STYLE_OPTIONS'],['Food'],['positive'],['steak tartare'],[False],1,False,False
acos_train_00136,acos,train,"admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .","['AMBIENCE#GENERAL', 'AMBIENCE#GENERAL']","['Ambience', 'Ambience']","['positive', 'negative']","['open kitchen', 'restaurant']","[False, False]",2,False,True
acos_train_00137,acos,train,"great wine selection , gigondas is worth the price , and the house champagne is a great value .","['DRINKS#STYLE_OPTIONS', 'DRINKS#QUALITY', 'DRINKS#PRICES']","['Food', 'Food', 'Price']","['positive', 'positive', 'positive']","['wine selection', 'gigondas', 'house champagne']","[False, False, False]",3,False,False
acos_train_00138,acos,train,"it may be a bit packed on weekends , but the vibe is good and it is the best french food you will find in the area .","['AMBIENCE#GENERAL', 'FOOD#QUALITY', 'AMBIENCE#GENERAL']","['Ambience', 'Food', 'Ambience']","['positive', 'positive', 'neutral']","['vibe', 'french food', None]","[False, False, True]",3,True,True
acos_train_00139,acos,train,"have recommended the place to friends , always gets good response .","['RESTAURANT#MISCELLANEOUS', 'RESTAURANT#MISCELLANEOUS']","['General', 'General']","['positive', 'positive']","['place', None]","[False, True]",2,True,False
