sample_id,source,split,text,categories_fine,categories_coarse,sentiments,aspect_terms,is_implicit_flags,num_aspects,has_implicit,has_conflict
semeval16_train_00080,semeval16,train,"yes , they use fancy ingredients , but even fancy ingredients do n't make for good pizza unless someone knows how to get the crust right .",['ingredients'],['General'],['positive'],['ingredients'],[False],1,False,False
semeval16_train_00081,semeval16,train,"yes , they use fancy ingredients , but even fancy ingredients do n't make for good pizza unless someone knows how to get the crust right .",['pizza'],['General'],['negative'],['pizza'],[False],1,False,False
semeval16_train_00082,semeval16,train,"yes , they use fancy ingredients , but even fancy ingredients do n't make for good pizza unless someone knows how to get the crust right .",['crust'],['General'],['negative'],['crust'],[False],1,False,False
semeval16_train_00083,semeval16,train,i think i 've had some the best meals of my life at minnow .,['meals'],['General'],['positive'],['meals'],[False],1,False,False
semeval16_train_00084,semeval16,train,"the seafood is amazing , there 's a good wine list , and the ever - changing menu always offers some great surprises .",['seafood'],['General'],['positive'],['seafood'],[False],1,False,False
semeval16_train_00085,semeval16,train,"the seafood is amazing , there 's a good wine list , and the ever - changing menu always offers some great surprises .",['wine list'],['General'],['positive'],['wine list'],[False],1,False,False
semeval16_train_00086,semeval16,train,"the seafood is amazing , there 's a good wine list , and the ever - changing menu always offers some great surprises .",['menu'],['General'],['positive'],['menu'],[False],1,False,False
semeval16_train_00087,semeval16,train,the combination of super - fresh ingredients in the dishes are unusual but really delicious .,['ingredients'],['General'],['positive'],['ingredients'],[False],1,False,False
semeval16_train_00088,semeval16,train,best pastrami i ever had and great portion without being ridiculous .,['pastrami'],['General'],['positive'],['pastrami'],[False],1,False,False
semeval16_train_00089,semeval16,train,best pastrami i ever had and great portion without being ridiculous .,['portion'],['General'],['positive'],['portion'],[False],1,False,False
semeval16_train_00090,semeval16,train,my wife had the fried shrimp which are huge and loved it .,['fried shrimp'],['General'],['positive'],['fried shrimp'],[False],1,False,False
semeval16_train_00091,semeval16,train,"as a japanese native , i 've lived in the tristate area for over 8 years , but i was just so amazed at this place .",['place'],['General'],['positive'],['place'],[False],1,False,False
semeval16_train_00092,semeval16,train,this place is the most japanese it can ever get .,['place'],['General'],['positive'],['place'],[False],1,False,False
semeval16_train_00093,semeval16,train,"the signs , the specials menus , food , and even all the waitstaff are all totally japanese .",['signs'],['General'],['positive'],['signs'],[False],1,False,False
semeval16_train_00094,semeval16,train,"the signs , the specials menus , food , and even all the waitstaff are all totally japanese .",['specials menus'],['General'],['positive'],['specials menus'],[False],1,False,False
semeval16_train_00095,semeval16,train,"the signs , the specials menus , food , and even all the waitstaff are all totally japanese .",['food'],['Food'],['positive'],['food'],[False],1,False,False
semeval16_train_00096,semeval16,train,"the signs , the specials menus , food , and even all the waitstaff are all totally japanese .",['waitstaff'],['General'],['positive'],['waitstaff'],[False],1,False,False
semeval16_train_00097,semeval16,train,this place is worth an one - hour drive .,['place'],['General'],['positive'],['place'],[False],1,False,False
semeval16_train_00098,semeval16,train,"leon is an east village gem : casual but hip , with well prepared basic french bistro fare , good specials , a warm and lively atmosphere .",['leon'],['General'],['positive'],['leon'],[False],1,False,False
semeval16_train_00099,semeval16,train,"leon is an east village gem : casual but hip , with well prepared basic french bistro fare , good specials , a warm and lively atmosphere .",['specials'],['General'],['positive'],['specials'],[False],1,False,False
semeval16_train_00100,semeval16,train,"leon is an east village gem : casual but hip , with well prepared basic french bistro fare , good specials , a warm and lively atmosphere .",['atmosphere'],['General'],['positive'],['atmosphere'],[False],1,False,False
semeval16_train_00101,semeval16,train,"leon is an east village gem : casual but hip , with well prepared basic french bistro fare , good specials , a warm and lively atmosphere .",['french bistro fare'],['General'],['positive'],['french bistro fare'],[False],1,False,False
semeval16_train_00102,semeval16,train,"my wife and i always enjoy the young , not always well trained but nevertheless friendly , staff , all of whom have a story .",['staff'],['Service'],['positive'],['staff'],[False],1,False,False
semeval16_train_00103,semeval16,train,decent wine at reasonable prices .,['wine'],['General'],['neutral'],['wine'],[False],1,False,False
semeval16_train_00104,semeval16,train,"everytime i decide to try another place on the ues , i get angry that i did n't just go to zucchero pomodori .",['zucchero pomodori'],['General'],['positive'],['zucchero pomodori'],[False],1,False,False
semeval16_train_00105,semeval16,train,this is by far my favorite place in the neighborhood .,['place'],['General'],['positive'],['place'],[False],1,False,False
semeval16_train_00106,semeval16,train,"the service is excellent , the decor is great , and the food is delicious and comes in large portions .",['service'],['Service'],['positive'],['service'],[False],1,False,False
semeval16_train_00107,semeval16,train,"the service is excellent , the decor is great , and the food is delicious and comes in large portions .",['decor'],['General'],['positive'],['decor'],[False],1,False,False
semeval16_train_00108,semeval16,train,"the service is excellent , the decor is great , and the food is delicious and comes in large portions .",['food'],['Food'],['positive'],['food'],[False],1,False,False
semeval16_train_00109,semeval16,train,"the service is excellent , the decor is great , and the food is delicious and comes in large portions .",['portions'],['General'],['positive'],['portions'],[False],1,False,False
semeval16_train_00110,semeval16,train,i 'm partial to the gnocchi .,['gnocchi'],['General'],['positive'],['gnocchi'],[False],1,False,False
semeval16_train_00111,semeval16,train,this place is incredibly tiny .,['place'],['General'],['negative'],['place'],[False],1,False,False
semeval16_train_00112,semeval16,train,the hostess is rude to the point of being offensive .,['hostess'],['General'],['negative'],['hostess'],[False],1,False,False
semeval16_train_00113,semeval16,train,the food was bland oily .,['food'],['Food'],['negative'],['food'],[False],1,False,False
semeval16_train_00114,semeval16,train,"we have been to this place many times , and always have great food , wine , and service .",['food'],['Food'],['positive'],['food'],[False],1,False,False
semeval16_train_00115,semeval16,train,"we have been to this place many times , and always have great food , wine , and service .",['wine'],['General'],['positive'],['wine'],[False],1,False,False
semeval16_train_00116,semeval16,train,"we have been to this place many times , and always have great food , wine , and service .",['service'],['Service'],['positive'],['service'],[False],1,False,False
semeval16_train_00117,semeval16,train,"we were worried we would have trouble getting in , but somehow managed to have a short wait .",['wait'],['General'],['positive'],['wait'],[False],1,False,False
semeval16_train_00118,semeval16,train,as always we had a great glass of wine while we waited .,['glass of wine'],['General'],['positive'],['glass of wine'],[False],1,False,False
semeval16_train_00119,semeval16,train,"when we sat , we got great and fast service .",['service'],['Service'],['positive'],['service'],[False],1,False,False
semeval16_train_00120,semeval16,train,the people that work there are always so friendly you forget you are in new york sometimes .,['people'],['General'],['positive'],['people'],[False],1,False,False
semeval16_train_00121,semeval16,train,make sure you try this place as often as you can .,['place'],['General'],['positive'],['place'],[False],1,False,False
semeval16_train_00122,semeval16,train,this is a fun restaurant to go to .,['restaurant'],['General'],['positive'],['restaurant'],[False],1,False,False
semeval16_train_00123,semeval16,train,the pizza is yummy and i like the atmoshpere .,['pizza'],['General'],['positive'],['pizza'],[False],1,False,False
semeval16_train_00124,semeval16,train,the pizza is yummy and i like the atmoshpere .,['atmoshpere'],['General'],['positive'],['atmoshpere'],[False],1,False,False
semeval16_train_00125,semeval16,train,but the pizza is way to expensive .,['pizza'],['General'],['negative'],['pizza'],[False],1,False,False
semeval16_train_00126,semeval16,train,"a large is $ 20 , and toppings are about $ 3 each .",['toppings'],['General'],['negative'],['toppings'],[False],1,False,False
semeval16_train_00127,semeval16,train,i went there for lunch and it was not as good as i expected from the reviews i read .,['lunch'],['General'],['negative'],['lunch'],[False],1,False,False
semeval16_train_00128,semeval16,train,sauce was watery and the food did n't have much flavor .,['sauce'],['General'],['negative'],['sauce'],[False],1,False,False
semeval16_train_00129,semeval16,train,sauce was watery and the food did n't have much flavor .,['food'],['Food'],['negative'],['food'],[False],1,False,False
semeval16_train_00130,semeval16,train,this place is great .,['place'],['General'],['positive'],['place'],[False],1,False,False
semeval16_train_00131,semeval16,train,the waitress was very patient with us and the food is phenomenal !,['waitress'],['General'],['positive'],['waitress'],[False],1,False,False
semeval16_train_00132,semeval16,train,the waitress was very patient with us and the food is phenomenal !,['food'],['Food'],['positive'],['food'],[False],1,False,False
semeval16_train_00133,semeval16,train,"service was prompt , friendly and great .",['service'],['Service'],['positive'],['service'],[False],1,False,False
semeval16_train_00134,semeval16,train,great pizza and fantastic service .,['pizza'],['General'],['positive'],['pizza'],[False],1,False,False
semeval16_train_00135,semeval16,train,great pizza and fantastic service .,['service'],['Service'],['positive'],['service'],[False],1,False,False
semeval16_train_00136,semeval16,train,"there was a small wait , but shorter than i expected .",['wait'],['General'],['positive'],['wait'],[False],1,False,False
semeval16_train_00137,semeval16,train,located at the end of a magnificent block .,['block'],['General'],['positive'],['block'],[False],1,False,False
semeval16_train_00138,semeval16,train,this is the best sushi in new york city - hands down .,['sushi'],['General'],['positive'],['sushi'],[False],1,False,False
semeval16_train_00139,semeval16,train,the place is small and cramped but the food is fantastic .,['place'],['General'],['negative'],['place'],[False],1,False,False
semeval16_train_00140,semeval16,train,the place is small and cramped but the food is fantastic .,['food'],['Food'],['positive'],['food'],[False],1,False,False
semeval16_train_00141,semeval16,train,get the tuna of gari .,['tuna of gari'],['General'],['positive'],['tuna of gari'],[False],1,False,False
semeval16_train_00142,semeval16,train,"planet thailand has always been a hit with me , i go there usually for the sushi , which is great , the thai food is excellent too .",['sushi'],['General'],['positive'],['sushi'],[False],1,False,False
semeval16_train_00143,semeval16,train,"planet thailand has always been a hit with me , i go there usually for the sushi , which is great , the thai food is excellent too .",['thai food'],['General'],['positive'],['thai food'],[False],1,False,False
semeval16_train_00144,semeval16,train,"planet thailand has always been a hit with me , i go there usually for the sushi , which is great , the thai food is excellent too .",['planet thailand'],['General'],['positive'],['planet thailand'],[False],1,False,False
semeval16_train_00145,semeval16,train,"with the great variety on the menu , i eat here often and never get bored .",['menu'],['General'],['positive'],['menu'],[False],1,False,False
semeval16_train_00146,semeval16,train,"the atmosphere is n't the greatest , but i suppose that 's how they keep the prices down .",['atmosphere'],['General'],['neutral'],['atmosphere'],[False],1,False,False
semeval16_train_00147,semeval16,train,it 's all about the food ! !,['food'],['Food'],['positive'],['food'],[False],1,False,False
semeval16_train_00148,semeval16,train,first it took us a long time to find the place .,['place'],['General'],['negative'],['place'],[False],1,False,False
semeval16_train_00149,semeval16,train,"but when we looked at the menu , there were n't a lot of choices , most of them were dumplings in the appetizer section .",['menu'],['General'],['negative'],['menu'],[False],1,False,False
semeval16_train_00150,semeval16,train,"those rolls were big , but not good and sashimi was n't fresh .",['rolls'],['General'],['neutral'],['rolls'],[False],1,False,False
semeval16_train_00151,semeval16,train,"those rolls were big , but not good and sashimi was n't fresh .",['sashimi'],['General'],['negative'],['sashimi'],[False],1,False,False
semeval16_train_00152,semeval16,train,"try the crunchy tuna , it is to die for .",['crunchy tuna'],['General'],['positive'],['crunchy tuna'],[False],1,False,False
semeval16_train_00153,semeval16,train,first went here to enjoy their garden terrace .,['garden terrace'],['General'],['positive'],['garden terrace'],[False],1,False,False
semeval16_train_00154,semeval16,train,"the food was amazing , and the service was prompt and helpful , but not over - bearing or rushed .",['food'],['Food'],['positive'],['food'],[False],1,False,False
semeval16_train_00155,semeval16,train,"the food was amazing , and the service was prompt and helpful , but not over - bearing or rushed .",['service'],['Service'],['positive'],['service'],[False],1,False,False
semeval16_train_00156,semeval16,train,"the steak tartare is a great bet , they fix it for you at the table .",['steak tartare'],['General'],['positive'],['steak tartare'],[False],1,False,False
semeval16_train_00157,semeval16,train,"admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .",['open kitchen'],['General'],['positive'],['open kitchen'],[False],1,False,False
semeval16_train_00158,semeval16,train,"admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .",['restaurant'],['General'],['negative'],['restaurant'],[False],1,False,False
semeval16_train_00159,semeval16,train,"great wine selection , gigondas is worth the price , and the house champagne is a great value .",['wine selection'],['General'],['positive'],['wine selection'],[False],1,False,False
semeval16_train_00160,semeval16,train,"great wine selection , gigondas is worth the price , and the house champagne is a great value .",['gigondas'],['General'],['positive'],['gigondas'],[False],1,False,False
semeval16_train_00161,semeval16,train,"great wine selection , gigondas is worth the price , and the house champagne is a great value .",['house champagne'],['General'],['positive'],['house champagne'],[False],1,False,False
semeval16_train_00162,semeval16,train,"it may be a bit packed on weekends , but the vibe is good and it is the best french food you will find in the area .",['vibe'],['General'],['positive'],['vibe'],[False],1,False,False
semeval16_train_00163,semeval16,train,"it may be a bit packed on weekends , but the vibe is good and it is the best french food you will find in the area .",['french food'],['General'],['positive'],['french food'],[False],1,False,False
semeval16_train_00164,semeval16,train,"have recommended the place to friends , always gets good response .",['place'],['General'],['positive'],['place'],[False],1,False,False
semeval16_train_00165,semeval16,train,"pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best , freshly baked bread !",['crust'],['General'],['positive'],['crust'],[False],1,False,False
semeval16_train_00166,semeval16,train,"pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best , freshly baked bread !",['pizza'],['General'],['positive'],['pizza'],[False],1,False,False
semeval16_train_00167,semeval16,train,i take all my nyc guests to vt 's .,"[""vt 's""]",['General'],['positive'],"[""vt 's""]",[False],1,False,False
semeval16_train_00168,semeval16,train,"not sure where the previous reviewer , lonk , dined , but saul is in a great neighborhood and has great food !",['neighborhood'],['General'],['positive'],['neighborhood'],[False],1,False,False
semeval16_train_00169,semeval16,train,"not sure where the previous reviewer , lonk , dined , but saul is in a great neighborhood and has great food !",['food'],['Food'],['positive'],['food'],[False],1,False,False
semeval16_train_00170,semeval16,train,i 'd highly recommend it for a special occasion -- it provides and intimate setting and nice service .,['setting'],['General'],['positive'],['setting'],[False],1,False,False
semeval16_train_00171,semeval16,train,i 'd highly recommend it for a special occasion -- it provides and intimate setting and nice service .,['service'],['Service'],['positive'],['service'],[False],1,False,False
semeval16_train_00172,semeval16,train,i 'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and i all enjoy mizu very much ... and we 're repeat customers .,['mizu'],['General'],['positive'],['mizu'],[False],1,False,False
semeval16_train_00173,semeval16,train,make sure you have the spicy scallop roll .. .,['spicy scallop roll'],['General'],['positive'],['spicy scallop roll'],[False],1,False,False
semeval16_train_00174,semeval16,train,"moules were excellent , lobster ravioli was very salty !",['moules'],['General'],['positive'],['moules'],[False],1,False,False
semeval16_train_00175,semeval16,train,"moules were excellent , lobster ravioli was very salty !",['lobster ravioli'],['General'],['negative'],['lobster ravioli'],[False],1,False,False
semeval16_train_00176,semeval16,train,"took my mom for mother 's day , and the maitre d ' was pretty rude .","[""maitre d '""]",['General'],['negative'],"[""maitre d '""]",[False],1,False,False
semeval16_train_00177,semeval16,train,tiny dessert was $ 8.00 ... just plain overpriced for what it is .,['dessert'],['General'],['negative'],['dessert'],[False],1,False,False
semeval16_train_00178,semeval16,train,the drinks are always welll made and wine selection is fairly priced .,['drinks'],['Food'],['positive'],['drinks'],[False],1,False,False
semeval16_train_00179,semeval16,train,the drinks are always welll made and wine selection is fairly priced .,['wine selection'],['General'],['positive'],['wine selection'],[False],1,False,False
semeval16_train_00180,semeval16,train,try their chef 's specials -- they are to die for .,"[""chef 's specials""]",['General'],['positive'],"[""chef 's specials""]",[False],1,False,False
semeval16_train_00181,semeval16,train,"service is not exactly five star , but that s not really a big deal .",['service'],['Service'],['neutral'],['service'],[False],1,False,False
semeval16_train_00182,semeval16,train,downstairs lounge is always a good attraction,['downstairs lounge'],['General'],['positive'],['downstairs lounge'],[False],1,False,False
semeval16_train_00183,semeval16,train,"raga 's is a romantic , cozy restaurant .","[""raga 's""]",['General'],['positive'],"[""raga 's""]",[False],1,False,False
semeval16_train_00184,semeval16,train,the exotic food is beautifully presented and is a delight in delicious combinations .,['exotic food'],['General'],['positive'],['exotic food'],[False],1,False,False
